ReactionID,ReactionType,CoreDetail,CoreGeneric,Ligand,ReagentRaw,ReagentRole,Solvent,Temperature_C,Time_h,Yield_%,ReactantSMILES,ProductSMILES,Reference,CondKey,CondSig,FamSig,RawCAS
RXN000060,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""250285-32-6""]","[""UNK""]","[""Tol""]",,,99,CC1=CC(C)=C(N)C(C)=C1.ClC1=C(C#CC2=CC=CC=C2)C=CC=C1,CC1=CC(C)=C(N2C3=CC=CC=C3C=C2C2=CC=CC=C2)C(C)=C1,"Organic Letters (2005), 7(3), 439-442",Pd/none/250285-32-6/Tol,7abfe869,a6a6b8bc,3375-31-3 + 250285-32-6 + 108-88-3
RXN000061,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""224311-51-7""]","[""UNK""]","[""Tol""]",,,99,O=CC1=CC=C(Cl)C=C1.CC[C@H]1COC(=O)N1,CC[C@H]1COC(=O)N1C1=CC=C(C=O)C=C1,"Organic Letters (2003), 5(13), 2207-2210",Pd/none/224311-51-7/Tol,f7774b0a,17e868b6,51364-51-3 + 224311-51-7 + 108-88-3
RXN000062,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""628333-86-8""]","[""UNK""]","[""tAmOH""]",,,99,COC1=CC=C(Br)C=C1.C1COCCN1,COC1=CC=C(N2CCOCC2)C=C1,"Synthesis (2003), (11), 1727-1731",Pd/none/628333-86-8/tAmOH,086d2cd0,099a6be0,51364-51-3 + 628333-86-8 + 75-85-4
RXN000063,Buchwald,"[""PdCl2[P(o-tolyl)3]2""]","[""Pd""]","[""none""]","[""57-09-0""]","[""UNK""]","[""Tol""]",,,99,COC1=CC=C(Br)C=C1.C1COCCN1,COC1=CC=C(N2CCOCC2)C=C1,"Journal of Organic Chemistry (2002), 67(18), 6479-6486",Pd/none/57-09-0/Tol,596c5af4,cdc7c85b,57-09-0 + 53199-31-8 + 108-88-3
RXN000064,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""60633-21-8""]","[""UNK""]","[""Tol""]",,,97,COC1=CC=C(Br)C=C1.C1COCCN1,COC1=CC=C(N2CCOCC2)C=C1,"Journal of Organic Chemistry (2010), 75(19), 6477-6488",Pd/none/60633-21-8/Tol,22f8fc3c,cbc30ab1,51364-51-3 + 60633-21-8 + 108-88-3
RXN000065,Buchwald,"[""none""]","[""none""]","[""none""]","[""1246775-56-3""]","[""UNK""]","[""Tol""]",,,95,COC1=CC=C(Br)C=C1.C1COCCN1,COC1=CC=C(N2CCOCC2)C=C1,"Journal of Organic Chemistry (2010), 75(19), 6477-6488",none/none/1246775-56-3/Tol,a0bb103a,c88ba9e8,1246775-56-3 + 108-88-3
RXN000066,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""331465-71-5""]","[""UNK""]","[""Tol""]",,,95,COC1=CC=C(Br)C=C1.C1COCCN1,COC1=CC=C(N2CCOCC2)C=C1,"Journal of Organic Chemistry (2003), 68(2), 452-459",Pd/none/331465-71-5/Tol,9c3dc09a,a0131a2e,3375-31-3 + 331465-71-5 + 108-88-3
RXN000067,Buchwald,"[""PdCl2[P(o-tolyl)3]2""]","[""Pd""]","[""none""]","[""57-09-0""]","[""UNK""]","[""Tol""]",,,99,COC1=CC=C(Br)C=C1.C1=CC=C(NC2=CC=CC=C2)C=C1,COC1=CC=C(N(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,"Journal of Organic Chemistry (2002), 67(18), 6479-6486",Pd/none/57-09-0/Tol,596c5af4,cdc7c85b,57-09-0 + 53199-31-8 + 108-88-3
RXN000068,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""331465-71-5""]","[""UNK""]","[""Tol""]",,,95,COC1=CC=C(Br)C=C1.C1=CC=C(NC2=CC=CC=C2)C=C1,COC1=CC=C(N(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,"Journal of Organic Chemistry (2003), 68(2), 452-459",Pd/none/331465-71-5/Tol,9c3dc09a,a0131a2e,3375-31-3 + 331465-71-5 + 108-88-3
RXN000069,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""BrettPhos""]","[""none""]","[""UNK""]","[""DME""]",,,99,COC1=CC=C(N)C=C1.CC1=CC=C(Cl)C=C1,COC1=CC=C(NC2=CC=C(C)C=C2)C=C1,"Journal of the American Chemical Society (2008), 130(20), 6586-6596",Pd/BrettPhos/none/DME,3bfa5314,3bfa5314,3375-31-3 + 950982-61-3 + 110-71-4
RXN000070,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""331465-71-5""]","[""UNK""]","[""Tol""]",,,99,COC1=CC=C(N)C=C1.CC1=CC=C(Cl)C=C1,COC1=CC=C(NC2=CC=C(C)C=C2)C=C1,"Organic Letters (2003), 5(6), 815-818",Pd/none/331465-71-5/Tol,9c3dc09a,a0131a2e,51364-51-3 + 331465-71-5 + 108-88-3
RXN000071,Buchwald,"[""none""]","[""none""]","[""none""]","[""1586000-47-6""]","[""UNK""]","[""Dioxane""]",,,99,COC1=CC=C(N)C=C1.ClC1=CC=CC=C1,COC1=CC=C(NC2=CC=CC=C2)C=C1,"Organometallics (2014), 33(7), 1587-1593",none/none/1586000-47-6/Dioxane,26f4d026,1b87c29f,1586000-47-6 + 123-91-1
RXN000072,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""BrettPhos""]","[""none""]","[""UNK""]","[""DME""]",,,99,COC1=CC=C(N)C=C1.COC1=CC(Cl)=CC=C1,COC1=CC=C(NC2=CC(OC)=CC=C2)C=C1,"Journal of the American Chemical Society (2008), 130(20), 6586-6596",Pd/BrettPhos/none/DME,3bfa5314,3bfa5314,3375-31-3 + 950982-61-3 + 110-71-4
RXN000073,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""SPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,99,COC1=CC=C(N)C=C1.CC1=C(I)C=CC=C1,COC1=CC=C(NC2=C(C)C=CC=C2)C=C1,"Journal of Organic Chemistry (2001), 66(8), 2560-2565",Pd/SPhos/none/Tol,de5aaa46,de5aaa46,51364-51-3 + 161265-03-8 + 108-88-3
RXN000074,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""331465-71-5""]","[""UNK""]","[""Tol""]",,,95,COC1=CC=C(N)C=C1.CC1=C(I)C=CC=C1,COC1=CC=C(NC2=C(C)C=CC=C2)C=C1,"Journal of Organic Chemistry (2003), 68(2), 452-459",Pd/none/331465-71-5/Tol,9c3dc09a,a0131a2e,3375-31-3 + 331465-71-5 + 108-88-3
RXN000075,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""331465-71-5""]","[""UNK""]","[""Tol""]",,,99,CC1=C(Cl)C=CC=C1.COC1=CC=C(N)C=C1,COC1=CC=C(NC2=C(C)C=CC=C2)C=C1,"Journal of Organic Chemistry (2004), 69(26), 9135-9142",Pd/none/331465-71-5/Tol,9c3dc09a,a0131a2e,51364-51-3 + 331465-71-5 + 108-88-3
RXN000076,Buchwald,"[""none""]","[""none""]","[""none""]","[""787618-22-8"", ""1028206-60-1"", ""109-99-9"", ""7732-18-5"", ""141-78-6""]","[""UNK"", ""UNK"", ""UNK"", ""UNK"", ""UNK""]","[""none""]",,,99,C1CCCNCC1.O=C(O)C1=CC2=CC(Cl)=CC=C2N1,O=C(O)C1=CC2=CC(N3CCCCCC3)=CC=C2N1,"Organic Letters (2010), 12(20), 4442-4445",none/none/1028206-60-1+109-99-9+141-78-6+7732-18-5+787618-22-8/none,def41d2b,31c5e0ef,787618-22-8 + 1028206-60-1 + 109-99-9 + 7732-18-5 + 141-78-6
RXN000077,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""857356-94-6"", ""75-65-0""]","[""UNK"", ""UNK""]","[""none""]",,,99,CC(N)=O.CC1=CC=C(Cl)C=C1,CC(=O)NC1=CC=C(C)C=C1,"Journal of the American Chemical Society (2007), 129(43), 13001-13007",Pd/none/75-65-0+857356-94-6/none,dcf9cd62,26ed45b9,51364-51-3 + 857356-94-6 + 75-65-0
RXN000078,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""1357398-60-7""]","[""UNK""]","[""Tol""]",,,99,NC1=CC=CC=C1.CC1=CC=C(Cl)C=C1,CC1=CC=C(NC2=CC=CC=C2)C=C1,"Synlett (2012), 23(8), 1181-1186",Pd/none/1357398-60-7/Tol,7e9b7b77,fc5c678d,51364-51-3 + 1357398-60-7 + 108-88-3
RXN000079,Buchwald,"[""Pd(0)""]","[""Pd""]","[""none""]","[""none""]","[""UNK""]","[""Tol""]",,,97,NC1=CC=CC=C1.CC1=CC=C(Cl)C=C1,CC1=CC=C(NC2=CC=CC=C2)C=C1,"Synlett (2007), (20), 3209-3213",Pd/none/none/Tol,3cfdf990,3cfdf990,7440-05-3 + 108-88-3
RXN000080,Buchwald,"[""none""]","[""none""]","[""none""]","[""1586000-47-6""]","[""UNK""]","[""Dioxane""]",,,96,NC1=CC=CC=C1.CC1=CC=C(Cl)C=C1,CC1=CC=C(NC2=CC=CC=C2)C=C1,"Organometallics (2014), 33(7), 1587-1593",none/none/1586000-47-6/Dioxane,26f4d026,1b87c29f,1586000-47-6 + 123-91-1
RXN000081,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""250285-32-6""]","[""UNK""]","[""Dioxane""]",,,96,NC1=CC=CC=C1.CC1=CC=C(Cl)C=C1,CC1=CC=C(NC2=CC=CC=C2)C=C1,"Journal of Organic Chemistry (2001), 66(23), 7729-7737",Pd/none/250285-32-6/Dioxane,b67b7a63,f82cbae4,51364-51-3 + 250285-32-6 + 123-91-1
RXN000082,Buchwald,"[""none""]","[""none""]","[""none""]","[""1586000-47-6""]","[""UNK""]","[""Dioxane""]",,,99,CC1=CC(C)=C(N)C(C)=C1.CC1=CC=C(Cl)C=C1,CC1=CC=C(NC2=C(C)C=C(C)C=C2C)C=C1,"Organometallics (2014), 33(7), 1587-1593",none/none/1586000-47-6/Dioxane,26f4d026,1b87c29f,1586000-47-6 + 123-91-1
RXN000083,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""BrettPhos""]","[""none""]","[""UNK""]","[""DME""]",,,99,CC1=CC=C(N)C=C1.ClC1=CC=CC=C1,CC1=CC=C(NC2=CC=CC=C2)C=C1,"Journal of the American Chemical Society (2008), 130(20), 6586-6596",Pd/BrettPhos/none/DME,3bfa5314,3bfa5314,3375-31-3 + 950982-61-3 + 110-71-4
RXN000084,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""2622-14-2""]","[""UNK""]","[""Dioxane""]",,,99,CC1=CC=C(N)C=C1.BrC1=C(C#CC2=CC=CC=C2)C=CC=C1,CC1=CC=C(N2C3=CC=CC=C3C3=C(C4=CC=CC=C4)C4=CC=CC=C4C3=C2C2=CC=CC=C2)C=C1,"Organic Letters (2011), 13(5), 1150-1153",Pd/none/2622-14-2/Dioxane,44c0ca31,54d86075,2622-14-2 + 3375-31-3 + 123-91-1
RXN000085,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""BrettPhos""]","[""none""]","[""UNK""]","[""DME""]",,,99,CC1=CC=C(N)C=C1.CC1=C(I)C=CC=C1,CC1=CC=C(NC2=C(C)C=CC=C2)C=C1,"Journal of the American Chemical Society (2008), 130(20), 6586-6596",Pd/BrettPhos/none/DME,3bfa5314,3bfa5314,3375-31-3 + 950982-61-3 + 110-71-4
RXN000086,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""XPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,99,NCCN.CC1=CC2=C(C=C1)C=CC(C)=C2Br,CC1=CC2=C(C=C1)C=CC(C)=C2NCCNC1=C(C)C=CC2=C1C=C(C)C=C2,"Journal of the American Chemical Society (2008), 130(21), 6848-6858",Pd/XPhos/none/Tol,5aae619e,5aae619e,51364-51-3 + 98327-87-8 + 108-88-3
RXN000087,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""none""]","[""UNK""]","[""Dioxane""]",,,99,CC1CCC(=O)N1.COC(=O)C1=C(OC)C=C(Br)C=C1,COC(=O)C1=C(OC)C=C(N2C(=O)CCC2C)C=C1,"Organic Letters (2012), 14(1), 398-401",Pd/SPhos/none/Dioxane,18d54e34,18d54e34,3375-31-3 + 161265-03-8 + 123-91-1
RXN000088,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""none""]","[""UNK""]","[""Dioxane""]",,,99,CC1CCC(=O)N1.FC(F)(F)C1=CC=C(Br)C=C1,CC1CCC(=O)N1C1=CC=C(C(F)(F)F)C=C1,"Organic Letters (2012), 14(1), 398-401",Pd/SPhos/none/Dioxane,18d54e34,18d54e34,3375-31-3 + 161265-03-8 + 123-91-1
RXN000089,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""none""]","[""UNK""]","[""Dioxane""]",,,99,CC1CCC(=O)N1.O=N(=O)C1=CC=C(Br)C=C1,CC1CCC(=O)N1C1=CC=C(N(=O)=O)C=C1,"Organic Letters (2012), 14(1), 398-401",Pd/SPhos/none/Dioxane,18d54e34,18d54e34,3375-31-3 + 161265-03-8 + 123-91-1
RXN000090,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""none""]","[""UNK""]","[""Dioxane""]",,,99,CC1CCC(=O)N1.N#CC1=CC=C(Br)C=C1,CC1CCC(=O)N1C1=CC=C(C#N)C=C1,"Organic Letters (2012), 14(1), 398-401",Pd/SPhos/none/Dioxane,18d54e34,18d54e34,3375-31-3 + 161265-03-8 + 123-91-1
RXN000091,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""XPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,99,ClC1=CC=CC(Br)=C1.COC1=CC=C(C2=CC=C3C(=C2)CNCC2=CN=NN23)C=C1,COC1=CC=C(C2=CC=C3C(=C2)CN(C2=CC(Cl)=CC=C2)CC2=CN=NN23)C=C1,"ACS Combinatorial Science (2012), 14(2), 135-143",Pd/XPhos/none/Tol,5aae619e,5aae619e,3375-31-3 + 98327-87-8 + 108-88-3
RXN000092,Buchwald,"[""none""]","[""none""]","[""none""]","[""1586000-47-6""]","[""UNK""]","[""Dioxane""]",,,99,NC1=CC=CC=C1.CC1=CC(Cl)=CC=C1,CC1=CC=CC(NC2=CC=CC=C2)=C1,"Organometallics (2014), 33(7), 1587-1593",none/none/1586000-47-6/Dioxane,26f4d026,1b87c29f,1586000-47-6 + 123-91-1
RXN000093,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""SPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,99,CC1=CC(N)=CC=C1.CC1=CC=C(I)C=C1,CC1=CC=C(NC2=CC(C)=CC=C2)C=C1,"Journal of Organic Chemistry (2001), 66(8), 2560-2565",Pd/SPhos/none/Tol,de5aaa46,de5aaa46,51364-51-3 + 161265-03-8 + 108-88-3
RXN000094,Buchwald,"[""none""]","[""none""]","[""none""]","[""1586000-47-6""]","[""UNK""]","[""Dioxane""]",,,99,CC1=CC(N)=CC=C1.CN(C)C1=CC(Cl)=CC=C1,CC1=CC=CC(NC2=CC(N(C)C)=CC=C2)=C1,"Organometallics (2014), 33(7), 1587-1593",none/none/1586000-47-6/Dioxane,26f4d026,1b87c29f,1586000-47-6 + 123-91-1
RXN000095,Buchwald,"[""Pd2(dba)3·CHCl3""]","[""Pd""]","[""tBuXPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,99,BrC1=CC=CC=C1.C1=CC=C(NC2=CC=CC=C2)C=C1,C1=CC=C(N(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,"Journal of Organic Chemistry (2002), 67(16), 5553-5566",Pd/tBuXPhos/none/Tol,76229f4d,76229f4d,32005-36-0 + 312959-24-3 + 108-88-3
RXN000096,Buchwald,"[""PdCl2[P(o-tolyl)3]2""]","[""Pd""]","[""none""]","[""57-09-0""]","[""UNK""]","[""Tol""]",,,96,BrC1=CC=CC=C1.C1=CC=C(NC2=CC=CC=C2)C=C1,C1=CC=C(N(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,"Journal of Organic Chemistry (2002), 67(18), 6479-6486",Pd/none/57-09-0/Tol,596c5af4,cdc7c85b,57-09-0 + 53199-31-8 + 108-88-3
RXN000097,Buchwald,"[""none""]","[""none""]","[""tBuXPhos""]","[""908293-83-4"", ""75-65-0""]","[""UNK"", ""UNK""]","[""none""]",,,99,BrC1=CC=CC=C1.CC(C)(C)OC(N)=O,CC(C)(C)OC(=O)NC1=CC=CC=C1,"Journal of Organic Chemistry (2012), 77(12), 5279-5285",none/tBuXPhos/75-65-0+908293-83-4/none,5d113452,637539c8,32005-36-0 + 908293-83-4 + 75-65-0
RXN000098,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""XPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,99,NC1=C(C2=CC=CC=C2)C=CC=C1.BrC1=CC=CC=C1,C1=CC=C(NC2=C(C3=CC=CC=C3)C=CC=C2)C=C1,"Organic Letters (2006), 8(6), 1133-1136",Pd/XPhos/none/Tol,5aae619e,5aae619e,51364-51-3 + 98327-87-8 + 108-88-3
RXN000099,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""BrettPhos""]","[""none""]","[""UNK""]","[""DME""]",,,99,ClC1=CC=CC=C1.NC1CCCCC1,C1=CC=C(NC2CCCCC2)C=C1,"Journal of the American Chemical Society (2008), 130(20), 6586-6596",Pd/BrettPhos/none/DME,3bfa5314,3bfa5314,3375-31-3 + 950982-61-3 + 110-71-4
RXN000100,Buchwald,"[""none""]","[""none""]","[""none""]","[""1586000-47-6""]","[""UNK""]","[""Dioxane""]",,,99,ClC1=CC=CC=C1.C1COCCN1,C1=CC=C(N2CCOCC2)C=C1,"Organometallics (2014), 33(7), 1587-1593",none/none/1586000-47-6/Dioxane,26f4d026,1b87c29f,1586000-47-6 + 123-91-1
RXN000101,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""BrettPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,99,ClC1=CC=CC=C1.CCCCCCCCN,CCCCCCCCNC1=CC=CC=C1,"Journal of the American Chemical Society (2008), 130(20), 6586-6596",Pd/BrettPhos/none/Tol,6e71ff24,6e71ff24,3375-31-3 + 950982-61-3 + 108-88-3
RXN000102,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""BrettPhos""]","[""none""]","[""UNK""]","[""DME""]",,,99,NC1CCCCC1.COC1=CC(Br)=CC=C1,COC1=CC=CC(NC2CCCCC2)=C1,"Journal of the American Chemical Society (2008), 130(20), 6586-6596",Pd/BrettPhos/none/DME,3bfa5314,3bfa5314,3375-31-3 + 950982-61-3 + 110-71-4
RXN000103,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""213697-53-1""]","[""UNK""]","[""Tol""]",,,99,CN1CCNCC1.ClC1=CC=CC2=C1N=CC=C2,CN1CCN(C2=CC=CC3=C2N=CC=C3)CC1,"Journal of Medicinal Chemistry (2014), 57(9), 3884-3890",Pd/none/213697-53-1/Tol,9b19df74,229b5802,51364-51-3 + 213697-53-1 + 108-88-3
RXN000104,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""131274-22-1"", ""109-99-9"", ""7732-18-5""]","[""UNK"", ""UNK"", ""UNK""]","[""Tol""]",,,99,CC1=CC=CC2=C1C(N)=C(C)C=C2.CC1=CC(C2OCCO2)=C(Br)C(C)=C1,CC1=CC(C=O)=C(NC2=C(C)C=CC3=C2C(C)=CC=C3)C(C)=C1,"Journal of the American Chemical Society (2009), 131(1), 54-55",Pd/none/109-99-9+131274-22-1+7732-18-5/Tol,fca847a8,d409248d,51364-51-3 + 131274-22-1 + 108-88-3 + 109-99-9 + 7732-18-5
RXN000105,Buchwald,"[""none""]","[""none""]","[""none""]","[""1028206-60-1""]","[""UNK""]","[""Dioxane""]",,,99,C1COCCN1.COC1=CC(Br)=CC=C1,COC1=CC=CC(N2CCOCC2)=C1,"Journal of the American Chemical Society (2010), 132(45), 15914-15917",none/none/1028206-60-1/Dioxane,ac0da5e2,27b73e1c,1028206-60-1 + 123-91-1
RXN000106,Buchwald,"[""Pd2(dba)3·CHCl3""]","[""Pd""]","[""tBuXPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,96,C1COCCN1.COC1=CC(Br)=CC=C1,COC1=CC=CC(N2CCOCC2)=C1,"Journal of Organic Chemistry (2002), 67(16), 5553-5566",Pd/tBuXPhos/none/Tol,76229f4d,76229f4d,32005-36-0 + 312959-24-3 + 108-88-3
RXN000107,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""331465-71-5""]","[""UNK""]","[""Tol""]",,,99,C1COCCN1.CC(C)(C)C1=CC=C(Br)C=C1,CC(C)(C)C1=CC=C(N2CCOCC2)C=C1,"Journal of Organic Chemistry (2003), 68(2), 452-459",Pd/none/331465-71-5/Tol,9c3dc09a,a0131a2e,3375-31-3 + 331465-71-5 + 108-88-3
RXN000108,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""628333-84-6""]","[""UNK""]","[""Tol""]",,,99,C1COCCN1.CC(C)(C)C1=CC=C(Br)C=C1,CC(C)(C)C1=CC=C(N2CCOCC2)C=C1,"Synthesis (2003), (11), 1727-1731",Pd/none/628333-84-6/Tol,adb43c1a,a3f221fe,51364-51-3 + 628333-84-6 + 108-88-3
RXN000109,Buchwald,"[""none""]","[""none""]","[""none""]","[""884879-24-7""]","[""UNK""]","[""DME""]",,,99,C1COCCN1.COC1=C(Br)C=CC=C1,COC1=C(N2CCOCC2)C=CC=C1,"Journal of the American Chemical Society (2006), 128(12), 4101-4111",none/none/884879-24-7/DME,a530b99d,41c5e750,884879-24-7 + 110-71-4
RXN000110,Buchwald,"[""none""]","[""none""]","[""none""]","[""868705-03-7""]","[""UNK""]","[""DME""]",,,96,C1COCCN1.COC1=C(Br)C=CC=C1,COC1=C(N2CCOCC2)C=CC=C1,"Journal of Organic Chemistry (2006), 71(10), 3816-3821",none/none/868705-03-7/DME,447f0378,a9d7d0af,868705-03-7 + 110-71-4
RXN000111,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""XPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,99,C1COCCN1.CCOC(=O)C1=CC(I)=CC=C1,CCOC(=O)C1=CC=CC(N2CCOCC2)=C1,"Journal of Organic Chemistry (2004), 69(18), 6010-6017",Pd/XPhos/none/Tol,5aae619e,5aae619e,3375-31-3 + 98327-87-8 + 108-88-3
RXN000112,Buchwald,"[""none""]","[""none""]","[""none""]","[""787618-22-8"", ""1028206-60-1""]","[""UNK"", ""UNK""]","[""Tol""]",,,99,C1COCCN1.IC1=CC=CC=C1,C1=CC=C(N2CCOCC2)C=C1,"Journal of the American Chemical Society (2009), 131(16), 5766-5768",none/none/1028206-60-1+787618-22-8/Tol,89ffeb61,6ccdf57d,787618-22-8 + 1028206-60-1 + 108-88-3
RXN000113,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""331465-71-5""]","[""UNK""]","[""Tol""]",,,99,C1COCCN1.N#CC1=CC=C(Br)C=C1,N#CC1=CC=C(N2CCOCC2)C=C1,"Journal of Organic Chemistry (2003), 68(2), 452-459",Pd/none/331465-71-5/Tol,9c3dc09a,a0131a2e,3375-31-3 + 331465-71-5 + 108-88-3
RXN000114,Buchwald,"[""none""]","[""none""]","[""none""]","[""1586000-47-6""]","[""UNK""]","[""Dioxane""]",,,99,C1COCCN1.CN(C)C1=CC(Cl)=CC=C1,CN(C)C1=CC=CC(N2CCOCC2)=C1,"Organometallics (2014), 33(7), 1587-1593",none/none/1586000-47-6/Dioxane,26f4d026,1b87c29f,1586000-47-6 + 123-91-1
RXN000115,Buchwald,"[""Pd2(dba)3·CHCl3""]","[""Pd""]","[""tBuXPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,99,CCCCCCN.CC(C)(C)C1=CC=C(Br)C=C1,CCCCCCN(C1=CC=C(C(C)(C)C)C=C1)C1=CC=C(C(C)(C)C)C=C1,"Journal of Organic Chemistry (2002), 67(16), 5553-5566",Pd/tBuXPhos/none/Tol,76229f4d,76229f4d,32005-36-0 + 312959-24-3 + 108-88-3
RXN000116,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""BrettPhos""]","[""none""]","[""UNK""]","[""DME""]",,,99,CC1=C(Br)C=CC=C1.CCCCCCCCN,CCCCCCCCNC1=C(C)C=CC=C1,"Journal of the American Chemical Society (2008), 130(20), 6586-6596",Pd/BrettPhos/none/DME,3bfa5314,3bfa5314,3375-31-3 + 950982-61-3 + 110-71-4
RXN000117,Buchwald,"[""Pd2(dba)3·CHCl3""]","[""Pd""]","[""tBuXPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,99,O=C(C1=CC=CC=C1)C1=CC=C(Br)C=C1.CCCCNCCCC,CCCCN(CCCC)C1=CC=C(C(=O)C2=CC=CC=C2)C=C1,"Journal of Organic Chemistry (2002), 67(16), 5553-5566",Pd/tBuXPhos/none/Tol,76229f4d,76229f4d,32005-36-0 + 312959-24-3 + 108-88-3
RXN000118,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""109-99-9""]","[""UNK""]","[""none""]",,,99,NC(=O)OCC1=CC=CC=C1.O=CC1=CC=C(Br)C=C1,O=CC1=CC=C(NC(=O)OCC2=CC=CC=C2)C=C1,"Organic Letters (2000), 2(8), 1101-1104",Pd/SPhos/109-99-9/none,da36b843,3054d421,3375-31-3 + 161265-03-8 + 109-99-9
RXN000119,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""224311-51-7""]","[""UNK""]","[""Tol""]",,,99,COC(=O)C1=CC=C(Cl)C=C1.CC[C@H]1COC(=O)N1,CC[C@H]1COC(=O)N1C1=CC=C(C(=O)OC)C=C1,"Organic Letters (2003), 5(13), 2207-2210",Pd/none/224311-51-7/Tol,f7774b0a,17e868b6,51364-51-3 + 224311-51-7 + 108-88-3
RXN000120,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""XPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,99,C[C@H]1CNCCN1.CCCOC1=CC=C(Br)C(C(F)(F)F)=C1,CCCOC1=CC(C(F)(F)F)=C(N2CCN[C@@H](C)C2)C=C1,"Journal of Medicinal Chemistry (2013), 56(24), 10132-10141",Pd/XPhos/none/Tol,5aae619e,5aae619e,51364-51-3 + 98327-87-8 + 108-88-3
RXN000121,Buchwald,"[""Pd2(dba)3·CHCl3""]","[""Pd""]","[""tBuXPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,99,C1=CC=C(NC2=CC=CC=C2)C=C1.COC1=CC=C(Cl)C=C1,COC1=CC=C(N(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,"Journal of Organic Chemistry (2002), 67(16), 5553-5566",Pd/tBuXPhos/none/Tol,76229f4d,76229f4d,32005-36-0 + 312959-24-3 + 108-88-3
RXN000122,Buchwald,"[""PdCl2[P(o-tolyl)3]2""]","[""Pd""]","[""none""]","[""57-09-0""]","[""UNK""]","[""Tol""]",,,99,C1=CC=C(NC2=CC=CC=C2)C=C1.CC(C)(C)OC(=O)C1=CC=C(Cl)C=C1,CC(C)(C)OC(=O)C1=CC=C(N(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,"Journal of Organic Chemistry (2002), 67(18), 6479-6486",Pd/none/57-09-0/Tol,596c5af4,cdc7c85b,57-09-0 + 53199-31-8 + 108-88-3
