ReactionID,ReactionType,CoreDetail,CoreGeneric,Ligand,ReagentRaw,ReagentRole,Solvent,Temperature_C,Time_h,Yield_%,ReactantSMILES,ProductSMILES,Reference,CondKey,CondSig,FamSig,RawCAS
RXN000013,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""250285-32-6""]","[""UNK""]","[""Dioxane""]",,,95,CC1=CC=C(Cl)C=C1.CCCCNCCCC,CCCCN(CCCC)C1=CC=C(C)C=C1,"Journal of Organic Chemistry (2001), 66(23), 7729-7737",Pd/none/250285-32-6/Dioxane,b67b7a63,f82cbae4,51364-51-3 + 250285-32-6 + 123-91-1
RXN000014,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""XPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,100,NC1=CC=CC(Cl)=C1.BrC1=CC=CC=C1,ClC1=CC=CC(NC2=CC=CC=C2)=C1,"Organic Letters (2006), 8(6), 1133-1136",Pd/XPhos/none/Tol,5aae619e,5aae619e,51364-51-3 + 98327-87-8 + 108-88-3
RXN000015,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""141556-45-8""]","[""UNK""]","[""Dioxane""]",,,100,BrC1=CC=CC=C1.C1=CC=C2NC=CC2=C1,C1=CC=C(N2C=CC3=CC=CC=C32)C=C1,"Journal of Organic Chemistry (2001), 66(23), 7729-7737",Pd/none/141556-45-8/Dioxane,a895298f,6e24092f,3375-31-3 + 141556-45-8 + 123-91-1
RXN000016,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""141556-45-8""]","[""UNK""]","[""Tol""]",,,100,BrC1=CC=CC=C1.C1=CC=C(C2=CC3=CC=CC=C3N2)C=C1,C1=CC=C(C2=CC3=CC=CC=C3N2C2=CC=CC=C2)C=C1,"Journal of Organic Chemistry (2001), 66(23), 7729-7737",Pd/none/141556-45-8/Tol,87e242d4,ad221ada,3375-31-3 + 141556-45-8 + 108-88-3
RXN000017,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""213697-53-1""]","[""UNK""]","[""Tol""]",,,100,ClC1=CC=CC=C1.CC(C)(C)OC(=O)N1CCCC(N)C1,CC(C)(C)OC(=O)N1CCCC(NC2=CC=CC=C2)C1,"Journal of Organic Chemistry (2004), 69(25), 8893-8902",Pd/none/213697-53-1/Tol,9b19df74,229b5802,51364-51-3 + 213697-53-1 + 108-88-3
RXN000018,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""247940-06-3""]","[""UNK""]","[""Tol""]",,,100,ClC1=CC=CC=C1.CC(C)(C)OC(=O)N1CCCC(N)C1,CC(C)(C)OC(=O)N1CCCC(NC2=CC=CC=C2)C1,"Journal of Organic Chemistry (2004), 69(25), 8893-8902",Pd/none/247940-06-3/Tol,e5d873fe,e2608104,51364-51-3 + 247940-06-3 + 108-88-3
RXN000019,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""894086-00-1""]","[""UNK""]","[""DME"", ""DMF""]",,,100,CCCCNC(N)=O.ClC1=CC=CC=C1,CCCCNC(=O)NC1=CC=CC=C1,"Organic Letters (2009), 11(4), 947-950",Pd/none/894086-00-1/DME+DMF,3b65093d,fa386d23,51364-51-3 + 894086-00-1 + 110-71-4 + 68-12-2
RXN000020,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""894086-00-1""]","[""UNK""]","[""DME"", ""DMF""]",,,100,NC(=O)NC1CCCCC1.ClC1=CC=CC=C1,O=C(NC1=CC=CC=C1)NC1CCCCC1,"Organic Letters (2009), 11(4), 947-950",Pd/none/894086-00-1/DME+DMF,3b65093d,fa386d23,51364-51-3 + 894086-00-1 + 110-71-4 + 68-12-2
RXN000021,Buchwald,"[""none""]","[""none""]","[""none""]","[""884879-24-7""]","[""UNK""]","[""DME""]",,,100,CCCCNCCCC.COC1=CC=C(Cl)C=C1,CCCCN(CCCC)C1=CC=C(OC)C=C1,"Journal of the American Chemical Society (2006), 128(12), 4101-4111",none/none/884879-24-7/DME,a530b99d,41c5e750,884879-24-7 + 110-71-4
RXN000022,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""250285-32-6""]","[""UNK""]","[""Dioxane""]",,,98,CCCCNCCCC.COC1=CC=C(Cl)C=C1,CCCCN(CCCC)C1=CC=C(OC)C=C1,"Journal of Organic Chemistry (2001), 66(23), 7729-7737",Pd/none/250285-32-6/Dioxane,b67b7a63,f82cbae4,51364-51-3 + 250285-32-6 + 123-91-1
RXN000023,Buchwald,"[""Pd(0)""]","[""Pd""]","[""none""]","[""109-99-9"", ""64-17-5"", ""7732-18-5""]","[""UNK"", ""UNK"", ""UNK""]","[""none""]",,,100,O=N(=O)C1=CC(N(=O)=O)=C(F)C=C1F.COC(=O)C(C)N.Cl.CCCCCCCCCN,CCCCCCCCCNC1=C(N)C=C2NC(=O)C(C)=NC2=C1,"Journal of Combinatorial Chemistry (2004), 6(3), 431-436",Pd/none/109-99-9+64-17-5+7732-18-5/none,d5b40ecd,5774b5ac,7440-05-3 + 109-99-9 + 64-17-5 + 7732-18-5
RXN000024,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""XPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,100,COC(=O)C1=CC(N(=O)=O)=C(I)C=C1.CC1=C(N)C=C2C(=C1)C(C)(C)CCC2(C)C,COC(=O)C1=CC(N(=O)=O)=C(NC2=C(C)C=C3C(=C2)C(C)(C)CCC3(C)C)C=C1,"Journal of Medicinal Chemistry (2013), 56(5), 1865-1877",Pd/XPhos/none/Tol,5aae619e,5aae619e,51364-51-3 + 98327-87-8 + 108-88-3
RXN000025,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""787618-22-8""]","[""UNK""]","[""Tol""]",,,100,OC(C1=CC=C(Br)C=C1)(C(F)(F)F)C(F)(F)F.CC[C@H]1CN(C(=O)OC(C)(C)C)CCN1.Cl,CC[C@H]1CN(C(=O)OC(C)(C)C)CCN1C1=CC=C(C(O)(C(F)(F)F)C(F)(F)F)C=C1,"Journal of Medicinal Chemistry (2014), 57(2), 309-324",Pd/none/787618-22-8/Tol,21091b43,41c0bd76,51364-51-3 + 787618-22-8 + 108-88-3
RXN000026,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""213697-53-1""]","[""UNK""]","[""Tol""]",,,100,COC1=C(C)C=CC(N)=C1.CC(C)(C)[Si](OC1=CC=C(Br)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,COC1=C(C)C=CC(NC2=CC=C(O[Si](C3=CC=CC=C3)(C3=CC=CC=C3)C(C)(C)C)C=C2)=C1,"Synthesis (2016), 48(1), 150-160",Pd/none/213697-53-1/Tol,9b19df74,229b5802,51364-51-3 + 213697-53-1 + 108-88-3
RXN000027,Buchwald,"[""none""]","[""none""]","[""none""]","[""1028206-60-1""]","[""UNK""]","[""Dioxane""]",,,100,OC(C1=CC=C(Br)C=C1)(C(F)(F)F)C(F)(F)F.CC#C[C@H]1CN(CC2=CC=CC=C2)CCN1,CC#C[C@H]1CN(CC2=CC=CC=C2)CCN1C1=CC=C(C(O)(C(F)(F)F)C(F)(F)F)C=C1,"Journal of Organic Chemistry (2014), 79(8), 3684-3687",none/none/1028206-60-1/Dioxane,ac0da5e2,27b73e1c,1028206-60-1 + 123-91-1
RXN000028,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""13716-12-6""]","[""UNK""]","[""Tol""]",,,100,BrC1=CC=C(C=C(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C2C(=C1)NC1CCCC21,C1=CC=C(C(=CC2=CC=C(N3C4=CC=CC=C4C4CCCC43)C=C2)C2=CC=CC=C2)C=C1,"Organic Letters (2012), 14(5), 1246-1249",Pd/none/13716-12-6/Tol,9aaf5d7b,f4d8bdb9,3375-31-3 + 13716-12-6 + 108-88-3
RXN000029,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""XPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,100,COC(=O)C1=C(Br)C=CC=C1.COC1=C(N)C2=C(C=CC=C2)C=C1,COC(=O)C1=C(NC2=C(OC)C=CC3=C2C=CC=C3)C=CC=C1,"Journal of Medicinal Chemistry (2012), 55(19), 8538-8548",Pd/XPhos/none/Tol,5aae619e,5aae619e,3375-31-3 + 98327-87-8 + 108-88-3
RXN000030,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""XPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,100,COC1=CC(N)=CC=C1.COC1=CC(Br)=CC=C1,COC1=CC=CC(NC2=CC(OC)=CC=C2)=C1,"Synlett (2008), (12), 1870-1876",Pd/XPhos/none/Tol,5aae619e,5aae619e,3375-31-3 + 98327-87-8 + 108-88-3
RXN000031,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""XPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,100,N[C@H](C1=CC=CC=C1)[C@H](N)C1=CC=CC=C1.COC1=C(Br)C=CC=C1,COC1=C(N[C@H](C2=CC=CC=C2)[C@H](NC2=C(OC)C=CC=C2)C2=CC=CC=C2)C=CC=C1,"Organometallics (2013), 32(19), 5589-5600",Pd/XPhos/none/Tol,5aae619e,5aae619e,51364-51-3 + 98327-87-8 + 108-88-3
RXN000032,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""XPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,100,FC1=CC(C(F)(F)F)=C(Br)C=C1.CC(C)(C)OC(=O)N1CCNCC1,CC(C)(C)OC(=O)N1CCN(C2=C(C(F)(F)F)C=C(F)C=C2)CC1,"Journal of Medicinal Chemistry (2008), 51(14), 4068-4071",Pd/XPhos/none/Tol,5aae619e,5aae619e,51364-51-3 + 98327-87-8 + 108-88-3
RXN000033,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""XPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,100,NN=C(C1=CC=CC=C1)C1=CC=CC=C1.CS(=O)(=O)N1CCN(CC2=CC=C(Br)C=C2)CC1,CS(=O)(=O)N1CCN(CC2=CC=C(NN=C(C3=CC=CC=C3)C3=CC=CC=C3)C=C2)CC1,"Journal of Organic Chemistry (2005), 70(7), 2555-2567",Pd/XPhos/none/Tol,5aae619e,5aae619e,3375-31-3 + 98327-87-8 + 108-88-3
RXN000034,Buchwald,"[""none""]","[""none""]","[""tBuXPhos""]","[""251320-86-2"", ""75-05-8""]","[""UNK"", ""UNK""]","[""Tol""]",,,100,CCCCN(C(C)=O)C(C(=O)NCC(=O)OC)C1=C(I)C=CC=C1,CCCCN(C(C)=O)C1C(=O)N(CC(=O)OC)C2=CC=CC=C21,"Organic Letters (2006), 8(19), 4351-4354",none/tBuXPhos/251320-86-2+75-05-8/Tol,57fa0d88,8acd69a5,32005-36-0 + 251320-86-2 + 75-05-8 + 108-88-3
RXN000035,Buchwald,"[""PdCl2[P(o-tolyl)3]2""]","[""Pd""]","[""none""]","[""57-09-0""]","[""UNK""]","[""Tol""]",,,99,O=N(=O)C1=CC=C(Cl)C=C1.CNC1=CC=CC=C1,CN(C1=CC=CC=C1)C1=CC=C(N(=O)=O)C=C1,"Journal of Organic Chemistry (2002), 67(18), 6479-6486",Pd/none/57-09-0/Tol,596c5af4,cdc7c85b,57-09-0 + 53199-31-8 + 108-88-3
RXN000036,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""331465-71-5""]","[""UNK""]","[""Tol""]",,,99,O=N(=O)C1=CC=C(Cl)C=C1.C1COCCN1,O=N(=O)C1=CC=C(N2CCOCC2)C=C1,"Journal of Organic Chemistry (2004), 69(26), 9135-9142",Pd/none/331465-71-5/Tol,9c3dc09a,a0131a2e,51364-51-3 + 331465-71-5 + 108-88-3
RXN000037,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""XPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,99,NC1=CC=C(N(=O)=O)C=C1.COC(=O)C1=CC=C(Br)C=C1,COC(=O)C1=CC=C(NC2=CC=C(N(=O)=O)C=C2)C=C1,"Journal of Medicinal Chemistry (2012), 55(5), 2311-2323",Pd/XPhos/none/Tol,5aae619e,5aae619e,3375-31-3 + 98327-87-8 + 108-88-3
RXN000038,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""BrettPhos""]","[""none""]","[""UNK""]","[""DME""]",,,99,NCC1=CC=CC=C1.ClC1=CC=CC=C1,C1=CC=C(CNC2=CC=CC=C2)C=C1,"Journal of the American Chemical Society (2008), 130(20), 6586-6596",Pd/BrettPhos/none/DME,3bfa5314,3bfa5314,3375-31-3 + 950982-61-3 + 110-71-4
RXN000039,Buchwald,"[""none""]","[""none""]","[""none""]","[""884879-24-7""]","[""UNK""]","[""DME""]",,,99,NCC1=CC=CC=C1.CC1=CC=CC(C)=C1Br,CC1=CC=CC(C)=C1NCC1=CC=CC=C1,"Journal of the American Chemical Society (2006), 128(12), 4101-4111",none/none/884879-24-7/DME,a530b99d,41c5e750,884879-24-7 + 110-71-4
RXN000040,Buchwald,"[""none""]","[""none""]","[""none""]","[""1028206-60-1""]","[""UNK""]","[""Dioxane""]",,,99,NCC1=CC=CC=C1.CC1=CC=CC(C)=C1Cl,CC1=CC=CC(C)=C1NCC1=CC=CC=C1,"Journal of the American Chemical Society (2008), 130(21), 6686-6687",none/none/1028206-60-1/Dioxane,ac0da5e2,27b73e1c,1028206-60-1 + 123-91-1
RXN000041,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""224311-51-7""]","[""UNK""]","[""Tol""]",,,99,NCC1=CC=CC=C1.COC1=C(Cl)C=CC=C1,COC1=C(NCC2=CC=CC=C2)C=CC=C1,"Journal of Organic Chemistry (2000), 65(4), 1158-1174",Pd/none/224311-51-7/Tol,f7774b0a,17e868b6,3375-31-3 + 224311-51-7 + 108-88-3
RXN000042,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""BrettPhos""]","[""none""]","[""UNK""]","[""DME""]",,,99,NCC1=CC=CC=C1.COC1=CC(I)=CC=C1,COC1=CC=CC(NCC2=CC=CC=C2)=C1,"Journal of the American Chemical Society (2008), 130(20), 6586-6596",Pd/BrettPhos/none/DME,3bfa5314,3bfa5314,3375-31-3 + 950982-61-3 + 110-71-4
RXN000043,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""224311-51-7""]","[""UNK""]","[""Tol""]",,,99,CC1=CC(Cl)=C(C)C=C1.NCC1=CC=CC=C1,CC1=CC(NCC2=CC=CC=C2)=C(C)C=C1,"Journal of Organic Chemistry (2000), 65(4), 1158-1174",Pd/none/224311-51-7/Tol,f7774b0a,17e868b6,3375-31-3 + 224311-51-7 + 108-88-3
RXN000044,Buchwald,"[""Pd(0)""]","[""Pd""]","[""none""]","[""none""]","[""UNK""]","[""Tol""]",,,97,CC1=CC(Cl)=C(C)C=C1.NCC1=CC=CC=C1,CC1=CC(NCC2=CC=CC=C2)=C(C)C=C1,"Synlett (2007), (20), 3209-3213",Pd/none/none/Tol,3cfdf990,3cfdf990,7440-05-3 + 108-88-3
RXN000045,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""SPhos""]","[""none""]","[""UNK""]","[""Tol""]",,,99,CC1=CC(Br)=C(N)N=C1.COC(=O)C1=CC(N(=O)=O)=CC(I)=C1C,COC(=O)C1=CC(N(=O)=O)=CC(NC2=C(Br)C=C(C)C=N2)=C1C,"Journal of Organic Chemistry (2015), 80(3), 1564-1568",Pd/SPhos/none/Tol,de5aaa46,de5aaa46,3375-31-3 + 161265-03-8 + 108-88-3
RXN000046,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""1357398-60-7""]","[""UNK""]","[""Tol""]",,,99,CNC1=CC=CC=C1.CC1=CC=C(Cl)C=C1,CC1=CC=C(N(C)C2=CC=CC=C2)C=C1,"Synlett (2012), 23(8), 1181-1186",Pd/none/1357398-60-7/Tol,7e9b7b77,fc5c678d,51364-51-3 + 1357398-60-7 + 108-88-3
RXN000047,Buchwald,"[""PdCl2[P(o-tolyl)3]2""]","[""Pd""]","[""none""]","[""57-09-0""]","[""UNK""]","[""Tol""]",,,99,CNC1=CC=CC=C1.CC1=CC=C(Cl)C=C1,CC1=CC=C(N(C)C2=CC=CC=C2)C=C1,"Journal of Organic Chemistry (2002), 67(18), 6479-6486",Pd/none/57-09-0/Tol,596c5af4,cdc7c85b,57-09-0 + 53199-31-8 + 108-88-3
RXN000048,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""250285-32-6""]","[""UNK""]","[""Dioxane""]",,,99,CNC1=CC=CC=C1.CC1=CC=C(Cl)C=C1,CC1=CC=C(N(C)C2=CC=CC=C2)C=C1,"Journal of Organic Chemistry (2001), 66(23), 7729-7737",Pd/none/250285-32-6/Dioxane,b67b7a63,f82cbae4,51364-51-3 + 250285-32-6 + 123-91-1
RXN000049,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""224311-51-7""]","[""UNK""]","[""Tol""]",,,98,CNC1=CC=CC=C1.CC1=CC=C(Cl)C=C1,CC1=CC=C(N(C)C2=CC=CC=C2)C=C1,"Journal of Organic Chemistry (2000), 65(4), 1158-1174",Pd/none/224311-51-7/Tol,f7774b0a,17e868b6,3375-31-3 + 224311-51-7 + 108-88-3
RXN000050,Buchwald,"[""none""]","[""none""]","[""none""]","[""1586000-47-6""]","[""UNK""]","[""Dioxane""]",,,95,CNC1=CC=CC=C1.CC1=CC=C(Cl)C=C1,CC1=CC=C(N(C)C2=CC=CC=C2)C=C1,"Organometallics (2014), 33(7), 1587-1593",none/none/1586000-47-6/Dioxane,26f4d026,1b87c29f,1586000-47-6 + 123-91-1
RXN000051,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""60633-21-8""]","[""UNK""]","[""Tol""]",,,99,CNC1=CC=CC=C1.N#CC1=CC=C(Br)C=C1,CN(C1=CC=CC=C1)C1=CC=C(C#N)C=C1,"Journal of Organic Chemistry (2006), 71(14), 5117-5125",Pd/none/60633-21-8/Tol,22f8fc3c,cbc30ab1,51364-51-3 + 60633-21-8 + 108-88-3
RXN000052,Buchwald,"[""none""]","[""none""]","[""none""]","[""884879-24-7""]","[""UNK""]","[""DME""]",,,97,CNC1=CC=CC=C1.N#CC1=CC=C(Br)C=C1,CN(C1=CC=CC=C1)C1=CC=C(C#N)C=C1,"Journal of the American Chemical Society (2006), 128(12), 4101-4111",none/none/884879-24-7/DME,a530b99d,41c5e750,884879-24-7 + 110-71-4
RXN000053,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""60633-21-8""]","[""UNK""]","[""Tol""]",,,99,CNC1=CC=CC=C1.COC1=CC=C(Cl)C=C1,COC1=CC=C(N(C)C2=CC=CC=C2)C=C1,"Journal of Organic Chemistry (2006), 71(14), 5117-5125",Pd/none/60633-21-8/Tol,22f8fc3c,cbc30ab1,51364-51-3 + 60633-21-8 + 108-88-3
RXN000054,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""331465-71-5""]","[""UNK""]","[""Tol""]",,,98,CNC1=CC=CC=C1.COC1=CC=C(Cl)C=C1,COC1=CC=C(N(C)C2=CC=CC=C2)C=C1,"Journal of Organic Chemistry (2004), 69(26), 9135-9142",Pd/none/331465-71-5/Tol,9c3dc09a,a0131a2e,51364-51-3 + 331465-71-5 + 108-88-3
RXN000055,Buchwald,"[""none""]","[""none""]","[""none""]","[""1246775-56-3""]","[""UNK""]","[""Tol""]",,,95,CNC1=CC=CC=C1.COC1=CC=C(Cl)C=C1,COC1=CC=C(N(C)C2=CC=CC=C2)C=C1,"Journal of Organic Chemistry (2010), 75(19), 6477-6488",none/none/1246775-56-3/Tol,a0bb103a,c88ba9e8,1246775-56-3 + 108-88-3
RXN000056,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""331465-71-5""]","[""UNK""]","[""Tol""]",,,95,CNC1=CC=CC=C1.COC1=CC=C(Cl)C=C1,COC1=CC=C(N(C)C2=CC=CC=C2)C=C1,"Journal of Organic Chemistry (2004), 69(26), 9135-9142",Pd/none/331465-71-5/Tol,9c3dc09a,a0131a2e,51364-51-3 + 331465-71-5 + 108-88-3
RXN000057,Buchwald,"[""Pd2(dba)3""]","[""Pd""]","[""none""]","[""224311-51-7""]","[""UNK""]","[""Tol""]",,,99,N#CC1=CC=C(Cl)C=C1.O=C1N[C@H](CC2=CC=CC=C2)CO1,N#CC1=CC=C(N2C(=O)OC[C@H]2CC2=CC=CC=C2)C=C1,"Organic Letters (2003), 5(13), 2207-2210",Pd/none/224311-51-7/Tol,f7774b0a,17e868b6,51364-51-3 + 224311-51-7 + 108-88-3
RXN000058,Buchwald,"[""Pd(OAc)2""]","[""Pd""]","[""none""]","[""250285-32-6""]","[""UNK""]","[""Tol""]",,,99,CC1=CC=C(N)C=C1.ClC1=C(C#CC2=CC=CC=C2)C=CC=C1,CC1=CC=C(N2C3=CC=CC=C3C=C2C2=CC=CC=C2)C=C1,"Organic Letters (2005), 7(3), 439-442",Pd/none/250285-32-6/Tol,7abfe869,a6a6b8bc,3375-31-3 + 250285-32-6 + 108-88-3
RXN000059,Buchwald,"[""Pd(OAc)2"", ""CuI""]","[""Pd"", ""Cu(I)""]","[""none""]","[""250285-32-6""]","[""UNK""]","[""Tol""]",,,95,CC1=CC=C(N)C=C1.ClC1=C(C#CC2=CC=CC=C2)C=CC=C1,CC1=CC=C(N2C3=CC=CC=C3C=C2C2=CC=CC=C2)C=C1,"Organic Letters (2005), 7(3), 439-442",Cu(I)+Pd/none/250285-32-6/Tol,807e01ae,d6978c8a,3375-31-3 + 7681-65-4 + 250285-32-6 + 108-88-3
